SOP-1272,SOP-1355,1,1,1
SOP-1332,SOP-1343,1,1,1
SOP-1351,SOP-1355,1,1,1
SOP-1133,SOP-1327,1,0.9333333333,0.9555555556
SOP-0352,SOP-0596,0.8571428571,1,0.9523809524
SOP-0352,SOP-0680,0.8571428571,1,0.9523809524
SOP-0352,SOP-0686,0.8571428571,1,0.9523809524
SOP-0352,SOP-0693,0.8571428571,1,0.9523809524
SOP-0352,SOP-0763,0.8571428571,1,0.9523809524
SOP-0352,SOP-0765,0.8571428571,1,0.9523809524
SOP-0352,SOP-0766,0.8571428571,1,0.9523809524
SOP-0352,SOP-0767,0.8571428571,1,0.9523809524
SOP-0352,SOP-0768,0.8571428571,1,0.9523809524
SOP-0352,SOP-0772,0.8571428571,1,0.9523809524
SOP-0389,SOP-0524,0.8571428571,1,0.9523809524
SOP-0389,SOP-1213,0.8571428571,1,0.9523809524
SOP-0524,SOP-1213,0.8571428571,1,0.9523809524
SOP-0685,SOP-0773,0.8571428571,1,0.9523809524
SOP-0188,SOP-0803,1,0.9230769231,0.9487179487
SOP-1129,SOP-1130,1,0.9230769231,0.9487179487
SOP-1159,SOP-1253,1,0.9230769231,0.9487179487
SOP-1253,SOP-1254,1,0.9230769231,0.9487179487
SOP-1335,SOP-1336,1,0.9230769231,0.9487179487
SOP-0331,SOP-0389,0.8333333333,1,0.9444444444
SOP-0331,SOP-0640,0.8333333333,1,0.9444444444
SOP-0880,SOP-1321,1,0.9090909091,0.9393939394
SOP-0044,SOP-0055,0.8,1,0.9333333333
SOP-0044,SOP-0057,0.8,1,0.9333333333,
